20, 8, 0.080566, 0.0781494, 0.0040283, 0.968029, 1, 1, 
20, 8, 0.0802538, 0.0766635, 0.00401269, 0.96851, 2, 1, 
20, 8, 0.0582429, 0.0733872, 0.00291215, 0.96899, 3, 1, 
20, 8, 0.06582, 0.0822742, 0.003291, 0.96851, 4, 1, 
20, 8, 0.0669453, 0.0847249, 0.00334727, 0.966587, 5, 1, 
20, 8, 0.0734236, 0.0693524, 0.00367118, 0.968029, 6, 1, 
20, 8, 0.0659934, 0.0688772, 0.00329967, 0.96851, 7, 1, 
20, 8, 0.0664778, 0.0702597, 0.00332389, 0.967308, 8, 1, 
20, 8, 0.0579272, 0.0750041, 0.00289636, 0.969712, 9, 1, 
20, 8, 0.0661656, 0.0698086, 0.00330828, 0.967788, 10, 1, 
20, 8, 0.0669128, 0.0679803, 0.00334564, 0.966827, 11, 1, 
20, 8, 0.0585552, 0.078152, 0.00292776, 0.96851, 12, 1, 
20, 8, 0.0804136, 0.0802131, 0.00402068, 0.96851, 13, 1, 
20, 8, 0.0799414, 0.0769919, 0.00399707, 0.96899, 14, 1, 
20, 8, 0.0664684, 0.0816743, 0.00332342, 0.967788, 15, 1, 
20, 8, 0.0662883, 0.0775325, 0.00331441, 0.967788, 16, 1, 
20, 8, 0.0661656, 0.0755176, 0.00330828, 0.967788, 17, 1, 
20, 8, 0.0797853, 0.0650896, 0.00398927, 0.969231, 18, 1, 
20, 8, 0.080753, 0.0780367, 0.00403765, 0.968029, 19, 1, 
20, 8, 0.066321, 0.0835914, 0.00331605, 0.967548, 20, 1, 
20, 8, 0.0656535, 0.0721082, 0.00328268, 0.96899, 21, 1, 
20, 8, 0.0666337, 0.0821956, 0.00333168, 0.967067, 22, 1, 
20, 8, 0.0805658, 0.078375, 0.00402829, 0.968029, 23, 1, 
20, 8, 0.0658533, 0.0812757, 0.00329267, 0.968269, 24, 1, 
20, 8, 0.0663216, 0.065258, 0.00331608, 0.967548, 25, 1, 
20, 8, 0.0658535, 0.0762757, 0.00329268, 0.968269, 26, 1, 
20, 8, 0.0655413, 0.0734803, 0.00327706, 0.96875, 27, 1, 
20, 8, 0.0664441, 0.0777025, 0.00332221, 0.967548, 28, 1, 
20, 8, 0.0655411, 0.0732495, 0.00327705, 0.96875, 29, 1, 
20, 8, 0.0807222, 0.0761892, 0.00403611, 0.967788, 30, 1, 
20, 8, 0.0804096, 0.0792303, 0.00402048, 0.968269, 31, 1, 
20, 8, 0.0661319, 0.0746532, 0.00330659, 0.968029, 32, 1, 
20, 8, 0.0585135, 0.0794575, 0.00292568, 0.968269, 33, 1, 
20, 8, 0.0666338, 0.0745314, 0.00333169, 0.967067, 34, 1, 
