1,12,1,0.019284812,0.018706418,0.001607068,0.737241636, 
1,12,2,0.028082582,0.019152943,0.002340216,0.440483333, 
1,12,3,0.032717766,0.019641664,0.00272648,0.329735172, 
1,12,4,0.042663339,0.018966851,0.003555278,0.119726636, 
1,12,5,0.037490934,0.019038516,0.003124245,0.239585323, 
1,12,6,0.044577993,0.019165388,0.003714833,0.072324524, 
1,12,7,0.049067259,0.018718021,0.004088938,-0.004621377, 
1,12,8,0.046671813,0.024269958,0.003889317,0.02908167, 
2,12,1,0.028924958,0.017144423,0.002410414,0.802106384, 
2,12,2,0.047458799,0.016635925,0.0039549,0.537515697, 
2,12,3,0.056962345,0.0188093,0.004746862,0.41399299, 
2,12,4,0.072177798,0.017753758,0.006014817,0.248828162, 
2,12,5,0.083177815,0.018598503,0.006931485,0.130966679, 
2,12,6,0.084665021,0.019694981,0.007055419,0.113207233, 
2,12,7,0.094353456,0.021302994,0.007862788,0.011933056, 
2,12,8,0.10953602,0.02811981,0.009128001,-0.150029899, 
4,12,1,0.11961289,0.011911478,0.009967734,0.713532091, 
4,12,2,0.068804177,0.01566988,0.005733681,0.661740232, 
4,12,3,0.094092834,0.017779806,0.00784107,0.51725601, 
4,12,4,0.109635902,0.02028998,0.009136329,0.431446828, 
4,12,5,0.135421253,0.020732819,0.011285107,0.294093, 
4,12,6,0.161961586,0.022450739,0.013496795,0.149064259, 
4,12,7,0.17711299,0.024283669,0.014759413,0.064897345, 
4,12,8,0.188088444,0.030882605,0.01567404,0.009473824, 
8,12,1,0.124415596,0.012756826,0.010367966,0.833180586, 
8,12,2,0.125563616,0.013648251,0.010463635,0.692463899, 
8,12,3,0.136031576,0.01670976,0.011335967,0.652455919, 
8,12,4,0.162217838,0.019613969,0.013518158,0.580973111, 
8,12,5,0.210854798,0.020660105,0.017571231,0.45132697, 
8,12,6,0.238313242,0.02431492,0.019859441,0.377087859, 
8,12,7,0.276308061,0.028397611,0.023025678,0.275050323, 
8,12,8,0.247966505,0.042898148,0.020663877,0.349475101, 
16,12,1,0.115123687,0.014186147,0.009593633,0.941729465, 
16,12,2,0.197090677,0.013022484,0.016424225,0.768995071, 
16,12,3,0.213370212,0.015467846,0.01778084,0.729907333, 
16,12,4,0.257352667,0.017104605,0.021446053,0.667485747, 
16,12,5,0.340291485,0.01922926,0.028357623,0.556760434, 
16,12,6,0.346469232,0.023673467,0.028872433,0.547131869, 
16,12,7,0.334393727,0.035589587,0.027866144,0.563861606, 
16,12,8,0.301660586,0.049605825,0.025138381,0.60885202, 
32,12,1,0.774932,0.011106197,0.064577669,0.828737556, 
32,12,2,0.355425404,0.012182804,0.029618786,0.797741525, 
32,12,3,0.42340996,0.013103755,0.035284167,0.732224232, 
32,12,4,0.452289556,0.015123836,0.037690798,0.70763497, 
32,12,5,0.505796253,0.017378359,0.042149686,0.672907596, 
32,12,6,0.50757501,0.022528367,0.042297918,0.670782626, 
1,16,1,0.032393458,0.014627488,0.002024591,0.611383333, 
1,16,2,0.041661248,0.016626444,0.002603828,0.385125848, 
1,16,3,0.045299979,0.018533101,0.002831249,0.319172051, 
1,16,4,0.05697102,0.016980546,0.003560689,0.128168986, 
1,16,5,0.05414533,0.018638387,0.003384083,0.157605687, 
1,16,6,0.063991078,0.017486218,0.003999442,0.012551989, 
1,16,7,0.062717196,0.019901588,0.003919825,0.023395718, 
1,16,8,0.070472203,0.02173449,0.004404513,-0.089250327, 
2,16,1,0.058784832,0.012666445,0.003674052,0.656887515, 
2,16,2,0.052602274,0.017805131,0.003287642,0.611185434, 
2,16,3,0.07652337,0.018403734,0.004782711,0.412371222, 
2,16,4,0.090466731,0.01941354,0.005654171,0.295392667, 
2,16,5,0.11154497,0.018633973,0.006971559,0.130644698, 
2,16,6,0.130342788,0.019441574,0.008146423,-0.022368293, 
2,16,7,0.126533687,0.020712995,0.007908356,0.006102694, 
2,16,8,0.148184192,0.022662258,0.009261511,-0.166097283, 
4,16,1,0.108083259,0.012193657,0.006755202,0.68191104, 
4,16,2,0.090905645,0.015365166,0.005681604,0.661467667, 
4,16,3,0.119318182,0.017471118,0.007457387,0.539902727, 
4,16,4,0.143600051,0.019865979,0.008975001,0.439635303, 
4,16,5,0.185246081,0.020605026,0.011577874,0.276112818, 
4,16,6,0.214292242,0.021845665,0.013393266,0.156021083, 
4,16,7,0.221728848,0.026654586,0.013858051,0.127085841, 
4,16,8,0.21984996,0.033001335,0.013740622,0.135014384, 
8,16,1,0.18538796,0.011668162,0.011586751,0.741888909, 
8,16,2,0.161654172,0.013604257,0.010103379,0.700748313, 
8,16,3,0.180899525,0.016392571,0.011306222,0.653285333, 
8,16,4,0.227119172,0.018069406,0.014194954,0.559597212, 
8,16,5,0.286285545,0.01988301,0.017892844,0.438824495, 
8,16,6,0.328645828,0.022771288,0.020540365,0.354463788, 
8,16,7,0.350499818,0.02994388,0.021906234,0.311441576, 
8,16,8,0.298275253,0.045504081,0.018642206,0.414738646, 
16,16,1,0.400843717,0.011060952,0.025052728,0.748947838, 
16,16,2,0.276856273,0.012991103,0.01730352,0.752370535, 
16,16,3,0.321146333,0.014463341,0.020071645,0.691380707, 
16,16,4,0.381081192,0.016555133,0.023817574,0.629784333, 
16,16,5,0.41056398,0.019263901,0.025660248,0.599185798, 
16,16,6,0.454120717,0.023737286,0.028382543,0.554995414, 
16,16,7,0.445725677,0.033569149,0.027857857,0.563501101, 
16,16,8,0.404866859,0.045901135,0.025304185,0.604980596, 
32,16,1,1.011408091,0.010733668,0.063213013,0.759276313, 
32,16,2,0.492722848,0.012037565,0.030795176,0.785279273, 
32,16,3,0.509950869,0.013506788,0.031871934,0.756920485, 
32,16,4,0.592479333,0.014853876,0.037029961,0.713350566, 
32,16,5,0.650872606,0.017542676,0.040679542,0.68335699, 
32,16,6,0.612209455,0.022823583,0.038263092,0.702581889, 
1,20,1,0.043896175,0.01435809,0.002194808,0.632679717, 
1,20,2,0.039543646,0.019068959,0.001977183,0.53856199, 
1,20,3,0.057557902,0.018280952,0.002877895,0.302594515, 
1,20,4,0.063896114,0.019779175,0.003194806,0.217726313, 
1,20,5,0.070121738,0.019425308,0.003506087,0.139374114, 
1,20,6,0.069121783,0.020471733,0.003456089,0.141770616, 
1,20,7,0.070149167,0.019354723,0.003507458,0.125193067, 
1,20,8,0.07425612,0.025085621,0.003712806,0.074905921, 
2,20,1,0.052438732,0.014095316,0.002621937,0.759982162, 
2,20,2,0.067354061,0.017201522,0.003367703,0.610576394, 
2,20,3,0.075596194,0.020303625,0.00377981,0.539988121, 
2,20,4,0.098977232,0.020018428,0.00494886,0.387977828, 
2,20,5,0.117731242,0.020355194,0.005886562,0.268924515, 
2,20,6,0.130157747,0.020923486,0.006507884,0.186413141, 
2,20,7,0.145833919,0.021638958,0.007291697,0.086413138, 
2,20,8,0.148183677,0.023997204,0.007409183,0.071429999, 
4,20,1,0.119090074,0.012749661,0.005954502,0.762002343, 
4,20,2,0.090487382,0.01723742,0.004524369,0.737185596, 
4,20,3,0.117051253,0.019702217,0.005852561,0.642627192, 
4,20,4,0.156460101,0.021216804,0.007823007,0.516968747, 
4,20,5,0.185069606,0.022459898,0.009253481,0.42214297, 
4,20,6,0.219825475,0.024074722,0.010991278,0.311205222, 
4,20,7,0.252280798,0.026269207,0.012614039,0.208140263, 
4,20,8,0.253587182,0.035946195,0.012679359,0.203664121, 
8,20,1,0.227582343,0.011925792,0.011379114,0.768706667, 
8,20,2,0.147060939,0.015408981,0.007353048,0.789077051, 
8,20,3,0.18746096,0.017739114,0.009373048,0.714861859, 
8,20,4,0.243243192,0.019729644,0.012162159,0.624002283, 
8,20,5,0.28721599,0.022546275,0.014360801,0.552876808, 
8,20,6,0.332462848,0.026388726,0.016623144,0.47882498, 
8,20,7,0.338161869,0.033767167,0.016908099,0.470372879, 
8,20,8,0.341170465,0.042204888,0.017058523,0.465755596, 
16,20,1,0.487126121,0.011109019,0.024356303,0.756839222, 
16,20,2,0.263711424,0.013495402,0.013185568,0.811754808, 
16,20,3,0.308206889,0.015692749,0.015410352,0.765577354, 
16,20,4,0.366777424,0.018121516,0.01833888,0.716079848, 
16,20,5,0.412860444,0.021567817,0.020643022,0.678900566, 
16,20,6,0.47406701,0.026374861,0.023703355,0.628832465, 
16,20,7,0.451480374,0.039074697,0.022574012,0.648395747, 
16,20,8,0.406278525,0.054433206,0.020313931,0.684038929, 
32,20,1,0.991790374,0.011008293,0.049589517,0.811697263, 
32,20,2,0.540872434,0.012137095,0.027043621,0.808785162, 
32,20,3,0.518649586,0.014116091,0.025932483,0.802767242, 
32,20,4,0.590862848,0.016189966,0.029543141,0.771685596, 
32,20,5,0.595848646,0.020290227,0.029792435,0.76906502, 
32,20,6,0.620788788,0.026203482,0.031039439,0.758792596, 
1,24,1,0.043068195,0.016178661,0.001794508,0.753284525, 
1,24,2,0.047949833,0.019219583,0.00199791,0.543342, 
1,24,3,0.054863523,0.02039872,0.00228598,0.461163737, 
1,24,4,0.063549682,0.019612,0.002647903,0.358206131, 
1,24,5,0.069180434,0.020214715,0.002882518,0.293606091, 
1,24,6,0.075921854,0.021160566,0.00316341,0.214134596, 
1,24,7,0.08764889,0.020436002,0.003652037,0.094226564, 
1,24,8,0.083230366,0.022387406,0.003467932,0.140060862, 
2,24,1,0.06710661,0.01387081,0.002796108,0.750940788, 
2,24,2,0.059699372,0.019582874,0.002487473,0.717443788, 
2,24,3,0.089256613,0.019577211,0.003719025,0.549894505, 
2,24,4,0.104808525,0.021960133,0.004367022,0.463127727, 
2,24,5,0.11574198,0.022964235,0.004822582,0.402150798, 
2,24,6,0.144648707,0.022393859,0.006027028,0.248093667, 
2,24,7,0.148864222,0.022921952,0.006202676,0.225696354, 
2,24,8,0.157227677,0.025809113,0.006551152,0.181826525, 
4,24,1,0.119592818,0.01409597,0.004983034,0.83544603, 
4,24,2,0.08701821,0.018198015,0.003625759,0.794406606, 
4,24,3,0.126526687,0.020655027,0.005271945,0.679400263, 
4,24,4,0.161821313,0.023042662,0.006742554,0.584810495, 
4,24,5,0.194213253,0.023481805,0.008092219,0.498935424, 
4,24,6,0.234893697,0.025307653,0.009787236,0.391195424, 
4,24,7,0.255736475,0.03026961,0.010655686,0.334109071, 
4,24,8,0.251236,0.03813711,0.010468164,0.34456902, 
8,24,1,0.208383859,0.0129861,0.008682662,0.865746929, 
8,24,2,0.147484838,0.016784747,0.006145201,0.831404313, 
8,24,3,0.190135848,0.018758836,0.007922326,0.757955404, 
8,24,4,0.251779051,0.020637286,0.010490794,0.675377111, 
8,24,5,0.291602364,0.023945902,0.012150099,0.622472697, 
8,24,6,0.324151384,0.028654764,0.013506305,0.576628212, 
8,24,7,0.376081455,0.034899289,0.015670063,0.508588768, 
8,24,8,0.338076283,0.052907273,0.014086518,0.559229909, 
16,24,1,0.477802242,0.011839501,0.019908433,0.846118434, 
16,24,2,0.252211869,0.014295317,0.010508826,0.851029707, 
16,24,3,0.298918636,0.016714894,0.012454941,0.811148596, 
16,24,4,0.355458384,0.019545466,0.014810762,0.771537889, 
16,24,5,0.402176859,0.024149603,0.016757368,0.740114576, 
16,24,6,0.453141333,0.030604648,0.018880894,0.705457323, 
16,24,7,0.478656131,0.041454103,0.019944002,0.688681141, 
16,24,8,0.424159121,0.062578642,0.017673297,0.725800667, 
32,24,1,1.047340949,0.010936857,0.043639205,0.826348162, 
32,24,2,0.534643525,0.012606149,0.022276816,0.849526697, 
32,24,3,0.533256545,0.014663292,0.022219021,0.831643626, 
32,24,4,0.563053162,0.017677934,0.023460546,0.819306707, 
32,24,5,0.647407606,0.02082779,0.026975318,0.790331808, 
32,24,6,0.644178475,0.028432465,0.026840771,0.790682566, 
1,28,1,0.049902814,0.017386373,0.001782243,0.768737788, 
1,28,2,0.043690098,0.020199227,0.001560361,0.65264697, 
1,28,3,0.056796481,0.021419199,0.002028446,0.525846717, 
1,28,4,0.063891215,0.021077526,0.002281829,0.452918556, 
1,28,5,0.072589543,0.021592621,0.002592484,0.366338455, 
1,28,6,0.075340814,0.021039163,0.002690743,0.339091131, 
1,28,7,0.081061063,0.021912748,0.002895038,0.292179545, 
1,28,8,0.089333952,0.022003779,0.003190498,0.218869404, 
2,28,1,0.075252651,0.017862885,0.002687595,0.880895768, 
2,28,2,0.05744781,0.021797473,0.002051708,0.77578304, 
2,28,3,0.088119535,0.021559582,0.003147126,0.620568444, 
2,28,4,0.106547953,0.022879255,0.003805284,0.536329646, 
2,28,5,0.128032869,0.021924566,0.004572604,0.435517657, 
2,28,6,0.14106003,0.024184345,0.005037859,0.374197141, 
2,28,7,0.154218444,0.024594425,0.005507801,0.315069455, 
2,28,8,0.168229131,0.029243302,0.006008182,0.251810838, 
4,28,1,0.122344975,0.015458842,0.004369465,0.899633646, 
4,28,2,0.090325593,0.019760292,0.003225914,0.823497596, 
4,28,3,0.11613697,0.023060428,0.00414775,0.751280293, 
4,28,4,0.157640434,0.023603752,0.005630016,0.656105859, 
4,28,5,0.193100737,0.025600639,0.006896455,0.574625768, 
4,28,6,0.22296002,0.028754005,0.007962858,0.506783495, 
4,28,7,0.256217222,0.031283328,0.009150615,0.428967566, 
4,28,8,0.254086828,0.041421958,0.00907453,0.434566293, 
8,28,1,0.246434485,0.013891398,0.008801229,0.914880586, 
8,28,2,0.127814495,0.018615545,0.004564802,0.878085848, 
8,28,3,0.171488758,0.021138906,0.006124598,0.816523091, 
8,28,4,0.217489949,0.024373332,0.007767498,0.762078071, 
8,28,5,0.263765,0.027247371,0.00942018,0.70880201, 
8,28,6,0.308717091,0.033310351,0.011025607,0.657258869, 
8,28,7,0.343408566,0.041401154,0.012264588,0.616520626, 
8,28,8,0.32871704,0.059376891,0.011739892,0.635299071, 
16,28,1,0.532020202,0.012303684,0.019000721,0.919155687, 
16,28,2,0.237341343,0.015317145,0.008476477,0.885102838, 
16,28,3,0.272346818,0.018462028,0.009726673,0.854693646, 
16,28,4,0.33785604,0.021717309,0.012066292,0.814714859, 
16,28,5,0.378428303,0.027243251,0.013515299,0.791809929, 
16,28,6,0.411442283,0.034964883,0.014694369,0.77172198, 
16,28,7,0.435417535,0.048900892,0.015550623,0.758437828, 
16,28,8,0.397895364,0.069130084,0.014210551,0.779860071, 
32,28,1,1.291779626,0.011101592,0.046134993,0.856971727, 
32,28,2,0.419511121,0.013640572,0.014982539,0.903952475, 
32,28,3,0.46172699,0.01616166,0.016490251,0.876782121, 
32,28,4,0.51368202,0.019712729,0.018345785,0.859244131, 
32,28,5,0.561882242,0.02407258,0.020067225,0.845075859, 
32,28,6,0.58680599,0.033977508,0.020957352,0.837282141, 
1,32,1,0.044861412,0.018369583,0.001401919,0.812017242, 
1,32,2,0.047656817,0.020924777,0.001489276,0.678896879, 
1,32,3,0.055326954,0.022153344,0.001728967,0.602408949, 
1,32,4,0.064086104,0.022059625,0.002002691,0.524051758, 
1,32,5,0.070220662,0.022235849,0.002194396,0.471170061, 
1,32,6,0.078663294,0.023512272,0.002458228,0.401292323, 
1,32,7,0.086380598,0.026407634,0.002699394,0.340030192, 
1,32,8,0.088654708,0.028470469,0.00277046,0.314889141, 
2,32,1,0.068165477,0.021970052,0.002130171,0.912847838, 
2,32,2,0.058460291,0.023235926,0.001826884,0.801544909, 
2,32,3,0.087124386,0.022716614,0.002722637,0.678104596, 
2,32,4,0.100203712,0.025171158,0.003131367,0.62153397, 
2,32,5,0.121913293,0.025349225,0.003809789,0.535978677, 
2,32,6,0.139838172,0.026613483,0.004369942,0.462622545, 
2,32,7,0.150377909,0.027079414,0.004699309,0.419086707, 
2,32,8,0.156414424,0.029852159,0.004887949,0.393499939, 
4,32,1,0.120727724,0.017620334,0.003772742,0.921800717, 
4,32,2,0.082677947,0.022188372,0.002583686,0.861225667, 
4,32,3,0.116648606,0.024389022,0.003645269,0.781729636, 
4,32,4,0.146313525,0.026524649,0.004572298,0.720439727, 
4,32,5,0.186754131,0.028685624,0.005836067,0.640869475, 
4,32,6,0.212837242,0.032582603,0.006651164,0.590098253, 
4,32,7,0.248714929,0.03681019,0.007772341,0.517710808, 
4,32,8,0.261927545,0.046241857,0.008185237,0.489778293, 
8,32,1,0.217150919,0.015838439,0.006785967,0.941071222, 
8,32,2,0.129340949,0.019374784,0.004041905,0.892037778, 
8,32,3,0.177286657,0.021905412,0.005540209,0.833548404, 
8,32,4,0.212425677,0.026653052,0.006638302,0.796885848, 
8,32,5,0.266951535,0.03042236,0.008342237,0.742879141, 
8,32,6,0.304723929,0.037353189,0.009522621,0.70435201, 
8,32,7,0.324686303,0.047654732,0.010146444,0.683713687, 
8,32,8,0.331183424,0.063020495,0.010349484,0.678596616, 
16,32,1,0.45360798,0.012451986,0.014175251,0.896694475, 
