16, 8, 0.055757, 0.0774411, 0.00348481, 0.954026, 1, 1, 
16, 8, 0.0554446, 0.0755465, 0.00346529, 0.954627, 2, 1, 
16, 8, 0.0550988, 0.0816289, 0.00344368, 0.955529, 3, 1, 
16, 8, 0.056192, 0.077448, 0.003512, 0.953425, 4, 1, 
16, 8, 0.0565042, 0.079079, 0.00353151, 0.952825, 5, 1, 
16, 8, 0.0548203, 0.0785415, 0.00342627, 0.955829, 6, 1, 
16, 8, 0.0565276, 0.0813081, 0.00353297, 0.954627, 7, 1, 
16, 8, 0.0565377, 0.0816828, 0.00353361, 0.952524, 8, 1, 
16, 8, 0.0546642, 0.0725351, 0.00341651, 0.95613, 9, 1, 
16, 8, 0.0560691, 0.0793835, 0.00350432, 0.953425, 10, 1, 
16, 8, 0.0561922, 0.0736738, 0.00351201, 0.953425, 11, 1, 
16, 8, 0.0552889, 0.0770803, 0.00345556, 0.954928, 12, 1, 
16, 8, 0.0563821, 0.0783147, 0.00352388, 0.952825, 13, 1, 
16, 8, 0.0560356, 0.0784673, 0.00350222, 0.953726, 14, 1, 
16, 8, 0.0557239, 0.0784737, 0.00348274, 0.954327, 15, 1, 
16, 8, 0.0568167, 0.081235, 0.00355104, 0.952224, 16, 1, 
16, 8, 0.0560692, 0.0767706, 0.00350433, 0.953425, 17, 1, 
16, 8, 0.0563721, 0.0709803, 0.00352326, 0.954928, 18, 1, 
16, 8, 0.056684, 0.0778816, 0.00354275, 0.954327, 19, 1, 
16, 8, 0.0557568, 0.0806763, 0.0034848, 0.954026, 20, 1, 
16, 8, 0.056036, 0.0782725, 0.00350225, 0.953726, 21, 1, 
16, 8, 0.0563486, 0.0726918, 0.00352179, 0.953125, 22, 1, 
16, 8, 0.0562258, 0.0730764, 0.00351412, 0.953125, 23, 1, 
16, 8, 0.0563821, 0.0777414, 0.00352388, 0.952825, 24, 1, 
16, 8, 0.0560356, 0.0773959, 0.00350222, 0.953726, 25, 1, 
16, 8, 0.0566601, 0.0785499, 0.00354125, 0.952524, 26, 1, 
16, 8, 0.0555677, 0.0706789, 0.00347298, 0.954627, 27, 1, 
16, 8, 0.0562258, 0.0753841, 0.00351412, 0.953125, 28, 1, 
16, 8, 0.056528, 0.0815068, 0.003533, 0.954627, 29, 1, 
16, 8, 0.0566844, 0.0786711, 0.00354277, 0.954327, 30, 1, 
16, 8, 0.055913, 0.0804153, 0.00349456, 0.953726, 31, 1, 
16, 8, 0.0552038, 0.07952, 0.00345023, 0.954627, 32, 1, 
16, 8, 0.0552038, 0.0740564, 0.00345023, 0.954627, 33, 1, 
16, 8, 0.056192, 0.0767706, 0.003512, 0.953425, 34, 1, 
16, 8, 0.0552887, 0.0769803, 0.00345555, 0.954928, 35, 1, 
16, 8, 0.0554446, 0.0781293, 0.00346529, 0.954627, 36, 1, 
16, 8, 0.0563478, 0.0786533, 0.00352174, 0.953125, 37, 1, 
16, 8, 0.0551323, 0.0822588, 0.00344577, 0.955228, 38, 1, 
16, 8, 0.0566941, 0.0777444, 0.00354338, 0.952224, 39, 1, 
16, 8, 0.0569966, 0.0833374, 0.00356229, 0.953726, 40, 1, 
16, 8, 0.0571526, 0.0767706, 0.00357204, 0.953425, 41, 1, 
16, 8, 0.056192, 0.0784157, 0.003512, 0.953425, 42, 1, 
16, 8, 0.0560358, 0.0782725, 0.00350224, 0.953726, 43, 1, 
16, 8, 0.0558799, 0.0728332, 0.0034925, 0.954026, 44, 1, 
16, 8, 0.0566606, 0.0731385, 0.00354129, 0.952524, 45, 1, 
16, 8, 0.0563304, 0.0751972, 0.00352065, 0.952224, 46, 1, 
16, 8, 0.0562258, 0.0699995, 0.00351412, 0.953125, 47, 1, 
16, 8, 0.0561922, 0.079577, 0.00351201, 0.953425, 48, 1, 
16, 8, 0.0557572, 0.0764607, 0.00348482, 0.954026, 49, 1, 
16, 8, 0.0554442, 0.0812087, 0.00346526, 0.954627, 50, 1, 
16, 8, 0.0554448, 0.0783279, 0.0034653, 0.954627, 51, 1, 
16, 8, 0.0556008, 0.0798553, 0.00347505, 0.954327, 52, 1, 
16, 8, 0.0557566, 0.0805783, 0.00348479, 0.954026, 53, 1, 
16, 8, 0.0560358, 0.0751556, 0.00350224, 0.953726, 54, 1, 
16, 8, 0.0566606, 0.0673474, 0.00354129, 0.952524, 55, 1, 
16, 8, 0.0565046, 0.0761172, 0.00353154, 0.952825, 56, 1, 
